Target Low,Target High,Target Mean,Target Median,Avg Rating,Rec,Analysts
26.0,35.0,30.66667,31.0,1.0,strong_buy,3.0
,,,,,none,
10.0,16.0,12.6,13.0,1.2,strong_buy,5.0
29.0,37.0,33.14286,34.0,2.0,buy,7.0
,,,,,none,
,,,,,none,
8.0,11.0,9.2,8.5,3.33333,hold,5.0
8.0,48.0,33.16667,36.0,1.625,buy,6.0
,,,,,none,
52.0,60.0,56.0,56.0,1.0,strong_buy,2.0
20.0,33.0,25.66667,24.0,,none,3.0
,,,,,none,
,,,,3.0,hold,
12.0,50.0,27.33333,26.5,1.33333,strong_buy,6.0
25.0,27.0,26.2,26.0,1.2,strong_buy,5.0
,,,,,none,
11.0,13.0,12.0,12.0,,none,2.0
10.0,10.0,10.0,10.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,0.0,strong_buy,
28.0,28.0,28.0,28.0,,none,1.0
20.0,21.0,20.5,20.5,,none,2.0
28.0,33.0,30.14286,30.0,1.25,strong_buy,7.0
6.75,24.0,10.45833,7.75,2.28571,buy,6.0
1.5,1.5,1.5,1.5,0.0,strong_buy,1.0
12.0,16.0,14.375,14.75,2.8,hold,4.0
5.0,5.0,5.0,5.0,1.125,strong_buy,2.0
1.45,1.9,1.61667,1.5,3.5,hold,3.0
,,,,,none,
75.0,85.0,82.0,84.0,,none,4.0
63.0,72.0,67.5,67.5,,none,2.0
11.0,20.0,16.66667,18.0,1.77778,buy,9.0
11.8222,14.294299,12.762963,12.576031,1.6,buy,5.0
5.0,7.0,5.88571,6.0,3.0,hold,7.0
35.0,35.0,35.0,35.0,,none,1.0
,,,,,none,
30.0,45.0,39.0,39.5,,none,6.0
,,,,,none,
15.0,35.0,23.0,22.5,2.0,buy,8.0
,,,,,none,
14.0,16.0,15.1,15.0,2.4,buy,5.0
10.0,15.0,13.3,14.0,1.4,strong_buy,5.0
1.3,1.3,1.3,1.3,1.66667,buy,1.0
,,,,,none,
,,,,2.5,buy,
3.5,4.5,4.0,4.0,,none,2.0
22.0,30.0,26.0,26.0,,none,3.0
3.75,6.0,4.45,4.0,3.125,hold,5.0
2.65,5.0,3.792,3.8,,none,5.0
,,,,,none,
,,,,,none,
12.0,31.0,17.625,15.5,1.77778,buy,8.0
14.0,25.4,16.48889,15.0,1.625,buy,9.0
3.5,8.0,5.76,6.0,,none,5.0
9.0,15.0,13.11111,13.0,,none,9.0
25.0,39.0,33.66667,37.0,1.66667,buy,3.0
,,,,,none,
9.0,9.0,9.0,9.0,1.0,strong_buy,1.0
19.0,41.0,31.66667,35.0,2.0,buy,3.0
6.0,8.0,7.16667,7.5,3.5,hold,3.0
60.0,60.0,60.0,60.0,1.0,strong_buy,1.0
7.75,7.75,7.75,7.75,3.0,hold,3.0
,,,,,none,
,,,,,none,
,,,,,none,
11.0,11.0,11.0,11.0,,none,5.0
21.0,21.0,21.0,21.0,,none,1.0
5.9623046,5.9623046,5.9623046,5.9623046,3.0,hold,1.0
9.5,13.0,11.0,11.0,,none,5.0
37.0,44.0,39.08333,38.25,2.66667,hold,6.0
1.25,1.6,1.4625,1.5,2.83333,hold,4.0
2.5,12.0,5.17143,3.5,2.88889,hold,7.0
14.0,14.0,14.0,14.0,,none,1.0
,,,,,none,
24.0,31.0,26.8,26.0,,none,5.0
30.0,35.0,33.0,34.0,,none,3.0
13.75,17.0,15.3125,15.25,1.4,strong_buy,4.0
35.0,70.0,56.2,56.5,1.18182,strong_buy,10.0
3.0,20.0,10.89543,10.0,,none,7.0
6.0,12.0,7.75,7.25,3.07692,hold,12.0
14.0,34.0,20.0,18.5,1.375,strong_buy,6.0
30.0,38.0,33.2,32.0,,none,5.0
,,,,,none,
15.0,26.0,19.5,18.5,1.375,strong_buy,8.0
4.0,19.0,13.3,13.5,1.58333,buy,10.0
9.0,15.0,12.21429,13.0,,none,7.0
10.0,13.0,10.8,10.0,1.0,strong_buy,5.0
,,,,,none,
40.0,52.0,44.75,43.5,2.33333,buy,4.0
18.0,35.0,24.16667,22.5,1.85714,buy,6.0
8.0,15.0,10.33333,9.0,1.28571,strong_buy,6.0
1.0,7.0,4.2625,4.25,2.375,buy,8.0
17.0,34.0,25.0,27.0,1.33333,strong_buy,5.0
,,,,,none,
30.0,41.0,35.625,35.5,1.0,strong_buy,8.0
17.0,31.0,24.375,26.0,1.14286,strong_buy,8.0
,,,,,none,
16.0,26.0,21.75,22.5,,none,4.0
10.0,12.0,10.66667,10.0,1.0,strong_buy,3.0
4.4819155,4.4819155,4.4819155,4.4819155,1.0,strong_buy,1.0
12.32,12.32,12.32,12.32,,none,1.0
17.0,27.2,22.55,23.0,1.6,buy,4.0
3.6,4.8,4.2875,4.375,1.75,buy,4.0
21.0,24.0,22.5,22.5,,none,2.0
,,,,,none,
4.0,10.0,6.88889,6.0,1.75,buy,9.0
,,,,,none,
9.0,19.0,13.4,15.0,2.2,buy,5.0
,,,,,none,
16.0,23.0,18.0,16.5,1.4,strong_buy,4.0
20.0,79.0,45.5,48.0,1.63636,buy,10.0
1.0,6.5,2.6325,1.945,3.26667,hold,12.0
17.5,18.0,17.75,17.75,,none,2.0
,,,,,none,
50.0,55.0,52.5,52.5,1.5,strong_buy,2.0
49.0,90.0,62.75,60.0,1.25,strong_buy,12.0
7.0,9.0,8.0,8.0,1.0,strong_buy,2.0
5.0,7.0,6.0,6.0,,none,4.0
4.5,9.0,6.625,6.5,2.0,buy,4.0
,,,,,none,
6.0,10.27,7.316,7.0,1.75,buy,5.0
2.7267041,4.454623,3.590664,3.590664,1.4,strong_buy,2.0
,,,,0.0,strong_buy,
30.0,38.0,35.8,37.0,1.5,strong_buy,5.0
,,,,,none,
15.0,20.0,17.08333,17.0,1.66667,buy,6.0
8.0,15.0,10.05,9.0,2.0,buy,5.0
61.0,61.0,61.0,61.0,,none,1.0
28.0,63.0,38.8,34.0,,none,5.0
,,,,2.0,buy,
9.0,29.0,19.33333,18.0,3.08333,hold,9.0
,,,,,none,
50.0,50.0,50.0,50.0,,none,1.0
5.0,17.0,10.9,10.0,,none,5.0
15.0,47.0,39.5,42.5,1.11111,strong_buy,8.0
,,,,,none,
5.0,8.0,6.4375,6.375,2.5,buy,4.0
8.5,12.5,10.66667,11.0,3.0,hold,3.0
50.0,50.0,50.0,50.0,1.0,strong_buy,1.0
27.0,30.0,28.33333,28.0,,none,3.0
41.0,48.0,44.5,44.5,,none,2.0
14.0,14.0,14.0,14.0,,none,1.0
26.0,35.0,29.16667,28.5,,none,6.0
,,,,,none,
4.5,5.25,4.9375,5.0,1.25,strong_buy,4.0
18.5,23.0,21.08333,21.5,1.0,strong_buy,6.0
,,,,,none,
41.0,41.0,41.0,41.0,,none,1.0
6.0,14.0,9.58333,9.5,1.875,buy,6.0
14.0,14.0,14.0,14.0,2.0,buy,1.0
,,,,,none,
10.0,16.0,12.0,11.0,,none,5.0
28.0,42.0,34.2,35.0,1.33333,strong_buy,5.0
3.2,3.2,3.2,3.2,2.2,buy,1.0
9.0,20.0,14.5,15.0,,none,6.0
25.0,27.0,25.7,25.5,,none,5.0
,,,,,none,
,,,,2.0,buy,
11.0,11.0,11.0,11.0,1.33333,strong_buy,2.0
,,,,,none,
,,,,,none,
6.4,7.5,6.8,6.5,,none,3.0
130.0,136.0,133.0,133.0,1.5,strong_buy,2.0
,,,,,none,
3.5,18.0,7.375,6.0,3.0,hold,12.0
35.0,40.0,38.0,38.5,,none,4.0
,,,,,,
,,,,,none,
2.0,4.0,2.83333,2.5,2.33333,buy,3.0
,,,,,none,
17.0,27.25,20.0625,18.0,,none,4.0
,,,,,none,
3.25,6.25,3.90833,3.45,1.66667,buy,6.0
18.0,18.0,18.0,18.0,,none,1.0
13.0,14.5,13.875,14.0,2.2,buy,4.0
27.0,35.0,30.5,30.0,2.75,hold,4.0
,,,,,none,
15.0,23.0,18.33333,17.0,,none,3.0
7.0,110.0,18.44444,14.5,2.0,buy,18.0
4.0,11.0,6.8125,6.0,1.25,strong_buy,8.0
52.0,65.0,59.5,60.5,1.25,strong_buy,4.0
7.0,12.0,9.125,9.0,2.66667,hold,8.0
,,,,,none,
220.0,300.0,248.33333,225.0,,none,3.0
18.0,29.0,23.22125,23.5,1.375,strong_buy,8.0
19.0,19.0,19.0,19.0,,none,2.0
69.0,120.0,96.16667,99.0,1.875,buy,6.0
40.0,46.0,42.66667,42.0,,none,3.0
,,,,,none,
14.0,14.0,14.0,14.0,2.0,buy,1.0
,,,,,none,
26.0,60.0,38.33333,29.0,2.8,hold,3.0
13.0,20.0,15.125,14.0,1.22222,strong_buy,8.0
6.0,40.0,25.2,26.5,1.5,strong_buy,10.0
21.0,40.0,31.83333,31.5,1.5,strong_buy,6.0
,,,,,none,
,,,,,none,
17.5,18.0,17.83333,18.0,,none,3.0
,,,,,none,
18.0,19.0,18.66667,19.0,,none,3.0
9.0,18.0,13.2,12.0,1.8,buy,5.0
16.0,17.0,16.5,16.5,,none,2.0
15.0,16.0,15.5,15.5,,none,2.0
5.0,16.0,8.35714,8.0,1.42857,strong_buy,7.0
,,,,,none,
,,,,,none,
2.2,10.0,4.49375,4.0,1.625,buy,8.0
,,,,,none,
1.0,2.0,1.33333,1.0,,none,3.0
16.0,31.0,20.33333,18.5,1.85714,buy,6.0
9.0,13.0,11.33333,12.0,1.33333,strong_buy,3.0
,,,,,none,
12.0,16.0,13.66667,13.0,,none,3.0
18.0,28.0,24.25,25.5,1.8,buy,4.0
,,,,,none,
,,,,,none,
34.0,34.0,34.0,34.0,,none,1.0
,,,,,none,
39.0,40.0,39.5,39.5,1.0,strong_buy,2.0
,,,,1.0,strong_buy,
,,,,3.0,hold,
,,,,3.0,hold,
52.0,52.0,52.0,52.0,,none,1.0
2.0,15.0,7.25,6.0,3.2,hold,4.0
8.0,18.0,11.9,10.5,1.81818,buy,10.0
,,,,,none,
,,,,,none,
,,,,,none,
4.0,8.0,5.125,4.25,2.4,buy,4.0
,,,,,none,
33.0,35.0,34.0,34.0,,none,2.0
2.3,8.5,4.95556,4.5,2.1,buy,9.0
1.0,5.0,1.55,1.2,2.9,hold,14.0
25.0,27.0,26.0,26.0,2.0,buy,3.0
,,,,,none,
,,,,,none,
11.5,15.0,13.25,13.25,,none,2.0
7.25,9.0,7.83333,7.25,2.83333,hold,3.0
,,,,,none,
28.0,35.0,31.5,31.5,2.33333,buy,2.0
,,,,,none,
52.5,54.0,53.25,53.25,,none,2.0
,,,,3.0,hold,
,,,,,none,
5.0,12.0,8.1875,7.5,1.75,buy,8.0
18.0,21.0,19.5,19.5,,none,2.0
12.0,15.0,13.5,13.5,2.33333,buy,2.0
35.0,35.0,35.0,35.0,,none,2.0
,,,,,none,
1.25,15.0,7.75,8.0,1.66667,buy,7.0
24.0,30.0,27.0,27.0,,none,2.0
52.0,62.0,57.0,57.0,1.0,strong_buy,2.0
10.0,44.0,23.90909,24.0,1.84615,buy,11.0
50.0,60.0,56.33333,59.0,2.0,buy,3.0
,,,,,none,
10.0,19.0,15.0,15.5,,none,4.0
,,,,,none,
14.867485,22.457027,18.662256,18.662256,1.0,strong_buy,2.0
,,,,,none,
28.0,50.0,37.88889,38.0,3.22222,hold,9.0
11.0,14.0,12.25,12.0,,none,4.0
58.0,63.0,60.33333,60.0,,none,3.0
27.0,28.0,27.5,27.5,2.0,buy,2.0
,,,,,none,
7.9950137,7.9950137,7.9950137,7.9950137,,none,1.0
9.0,35.0,19.35,18.0,1.36364,strong_buy,10.0
2.4462852,2.4462852,2.4462852,2.4462852,,none,1.0
26.0,26.0,26.0,26.0,,none,1.0
104.0,112.0,108.0,108.0,1.0,strong_buy,2.0
20.0,38.0,30.6,32.0,1.8,buy,5.0
2.35,5.75,4.55,5.0,3.25,hold,7.0
3.8675957,9.21835,7.5743318,8.605691,1.5,strong_buy,4.0
,,,,2.66667,hold,
7.0,32.0,13.2,10.5,1.3,strong_buy,10.0
17.0,20.0,19.0,19.5,1.57143,buy,6.0
,,,,,none,
22.0,42.0,33.85714,35.0,1.71429,buy,7.0
2.5032034,4.4172378,3.2739985,2.9015543,1.75,buy,3.0
14.0,25.0,19.0,18.0,1.25,strong_buy,7.0
,,,,,none,
6.0,10.0,7.45,7.5,2.2,buy,10.0
,,,,,none,
30.0,39.0,34.25,34.0,1.5,strong_buy,4.0
10.0,15.0,13.0,13.0,1.66667,buy,5.0
15.0,20.0,16.65625,16.0,1.875,buy,8.0
30.0,44.0,37.71429,38.0,1.28571,strong_buy,7.0
64.0,101.0,79.71429,76.0,1.25,strong_buy,7.0
35.0,40.0,37.75,38.0,1.0,strong_buy,4.0
,,,,,none,
,,,,,none,
42.0,140.0,70.89,63.0,1.2,strong_buy,9.0
24.0,25.0,24.5,24.5,,none,4.0
,,,,,none,
7.0,15.0,12.75,14.5,1.5,strong_buy,4.0
,,,,,none,
4.75,15.0,8.41667,8.0,1.44444,strong_buy,9.0
,,,,,none,
,,,,,none,
,,,,,none,
14.0,18.0,15.66667,15.0,,none,3.0
10.0,23.0,17.4,16.0,1.6,buy,5.0
33.0,33.0,33.0,33.0,1.0,strong_buy,1.0
4.0108085,4.211655,4.1416416,4.2024627,1.0,strong_buy,3.0
,,,,,none,
4.700819,6.613739,5.6898475,5.750947,1.5,strong_buy,6.0
,,,,,none,
,,,,,none,
18.0,20.0,19.0,19.0,,none,2.0
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,,none,2.0
5.0,13.0,9.62222,10.0,1.1,strong_buy,9.0
26.25,26.25,26.25,26.25,0.0,strong_buy,1.0
,,,,,none,
23.0,23.0,23.0,23.0,,none,1.0
7.0,19.0,12.08333,12.5,1.83333,buy,6.0
4.5,5.5,5.0,5.0,3.25,hold,3.0
11.5,12.0,11.75,11.75,,none,2.0
,,,,,none,
5.75,8.0,6.8,7.0,3.125,hold,5.0
,,,,,none,
12.2,14.0,13.06667,13.0,1.0,strong_buy,3.0
,,,,,none,
47.0,50.0,48.5,48.5,,none,4.0
,,,,,none,
,,,,,none,
,,,,,none,
4.0,81.0,26.0,16.0,2.42857,buy,6.0
5.5,7.4,6.63333,7.0,,none,3.0
,,,,,none,
,,,,,none,
16.0,21.0,18.33333,18.0,1.0,strong_buy,3.0
,,,,,none,
10.0,12.0,11.0,11.0,3.0,hold,4.0
28.5,28.5,28.5,28.5,,none,1.0
1.9919784,15.151108,10.240472,10.084642,2.0,buy,6.0
,,,,,none,
6.0,12.0,8.35,7.3,2.33333,buy,6.0
,,,,,none,
1.55,2.25,1.9,1.9,2.33333,buy,2.0
26.0,35.0,30.0,29.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
13.0,16.0,15.0,16.0,2.66667,hold,3.0
,,,,,none,
,,,,,none,
3.5,6.0,4.8,5.0,1.28571,strong_buy,5.0
,,,,,none,
,,,,,none,
1.6,3.0,2.25833,2.125,1.33333,strong_buy,6.0
21.0,34.0,26.22222,24.0,1.11111,strong_buy,9.0
10.0,16.0,11.75,10.5,2.8,hold,4.0
10.0,11.0,10.3,10.1,,none,4.0
,,,,,,
,,,,,none,
18.0,25.0,22.8,24.0,,none,5.0
14.0,15.0,14.25,14.0,2.66667,hold,6.0
41.0,41.0,41.0,41.0,1.0,strong_buy,1.0
2.75,7.0,5.4375,6.0,,none,4.0
34.0,36.0,35.33333,36.0,,none,3.0
,,,,,none,
4.0,7.0,5.35,5.25,1.8,buy,5.0
60.0,101.0,85.33333,95.0,,none,3.0
18.61,18.61,18.61,18.61,3.0,hold,3.0
5.5,8.5,6.5,6.0,,none,4.0
14.0,14.0,14.0,14.0,3.0,hold,2.0
,,,,,none,
46.0,46.0,46.0,46.0,1.0,strong_buy,1.0
60.0,75.0,68.66667,71.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
9.0,9.0,9.0,9.0,,none,2.0
10.0,20.0,15.58333,15.5,1.38462,strong_buy,12.0
9.0,12.75,10.875,10.875,1.0,strong_buy,2.0
3.0,4.5,3.5,3.0,3.16667,hold,3.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,6.0,3.91667,3.75,1.625,buy,6.0
52.0,55.0,53.0,52.0,,none,3.0
2.0,8.0,4.85714,4.0,2.77778,hold,7.0
,,,,,none,
46.0,46.0,46.0,46.0,2.0,buy,1.0
8.0,15.9,11.3,11.0,1.375,strong_buy,8.0
35.0,46.0,38.5,37.5,,none,5.0
4.33,5.2,4.765,4.765,2.75,hold,2.0
14.381763,14.381763,14.381763,14.381763,,none,1.0
2.0,3.0,2.5,2.5,2.33333,buy,2.0
,,,,,none,
6.5,6.5,6.5,6.5,0.0,strong_buy,1.0
,,,,,none,
19.0,20.0,19.66667,20.0,,none,3.0
4.7,5.0,4.85,4.85,,none,2.0
45.0,52.0,49.25,50.0,1.75,buy,4.0
16.0,16.0,16.0,16.0,3.0,hold,2.0
,,,,,none,
,,,,,none,
10.0,15.0,12.33333,12.0,1.33333,strong_buy,3.0
1.6,16.0,5.8,4.0,2.25,buy,7.0
12.0,16.0,13.75,13.5,,none,4.0
21.0,36.0,30.0,31.0,1.14286,strong_buy,6.0
,,,,,none,
,,,,,none,
12.0,36.0,19.6,15.0,,none,5.0
8.0,16.0,12.11111,11.0,,none,9.0
2.0,11.0,5.0,4.0,1.5,strong_buy,7.0
0.85,6.0,2.75,1.9,2.2,buy,5.0
,,,,,none,
,,,,,none,
32.0,42.0,34.5,33.0,2.0,buy,6.0
21.0,24.0,22.5,22.5,,none,3.0
16.0,16.0,16.0,16.0,1.0,strong_buy,1.0
9.0,21.0,12.33333,12.0,1.88889,buy,9.0
,,,,,none,
16.5,16.5,16.5,16.5,,none,1.0
17.0,25.0,19.1,17.5,2.0,buy,5.0
,,,,,none,
2.0,2.0,2.0,2.0,1.5,strong_buy,1.0
67.0,78.0,71.41667,69.25,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
11.5,11.5,11.5,11.5,,none,1.0
5.5,8.0,6.75,6.75,,none,2.0
,,,,,none,
6.0,8.0,7.0,7.0,3.0,hold,2.0
,,,,,none,
55.0,55.0,55.0,55.0,0.0,strong_buy,1.0
59.0,67.0,62.25,61.5,,none,4.0
9.0,11.0,10.25,10.5,,none,4.0
,,,,,none,
52.0,52.0,52.0,52.0,,none,1.0
14.0,14.0,14.0,14.0,2.2,buy,2.0
29.0,50.0,36.25,33.0,1.25,strong_buy,4.0
9.5,16.0,12.75,12.75,2.0,buy,2.0
,,,,,none,
,,,,,none,
6.0,40.0,14.9,11.5,1.6,buy,10.0
,,,,,none,
5.0,9.0,7.0625,7.0,1.5,strong_buy,8.0
44.0,72.0,61.0,67.0,1.33333,strong_buy,3.0
12.5,15.0,13.6,13.5,2.66667,hold,5.0
3.2220953,4.9571805,4.0317535,3.9159856,1.2,strong_buy,3.0
16.0,18.0,17.0,17.0,,none,2.0
,,,,,none,
52.0,52.0,52.0,52.0,,none,1.0
57.0,59.0,58.2,58.0,,none,5.0
,,,,,none,
14.0,52.0,29.75,31.5,1.58333,buy,12.0
4.25,8.0,6.79167,7.25,1.71429,buy,6.0
15.0,16.0,15.5,15.5,,none,2.0
11.0,20.0,14.0,12.5,1.33333,strong_buy,4.0
7.0095825,15.974149,12.327799,13.999665,,none,3.0
9.848338,9.848338,9.848338,9.848338,,none,1.0
,,,,,none,
18.0,18.0,18.0,18.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
23.5,27.0,24.54167,24.0,,none,6.0
,,,,,none,
8.5,11.0,9.375,9.0,2.6,hold,4.0
,,,,,none,
,,,,,none,
2.0,16.0,7.85714,8.0,2.05882,buy,14.0
10.0,10.0,10.0,10.0,1.0,strong_buy,1.0
5.5,7.0,6.625,7.0,,none,4.0
19.0,23.0,21.0,21.0,1.2,strong_buy,4.0
15.0,34.0,27.5,30.5,,none,4.0
12.0,20.0,16.0,16.0,1.0,strong_buy,2.0
,,,,,none,
7.0,7.0,7.0,7.0,1.0,strong_buy,2.0
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,1.6,buy,1.0
35.0,104.0,64.66667,55.0,1.75,buy,3.0
,,,,,none,
2.0,5.0,3.375,3.25,2.66667,hold,6.0
14.0,22.0,18.0,18.0,2.0,buy,2.0
11.0,24.0,15.75,14.0,1.0,strong_buy,4.0
10.0,19.0,14.66667,15.0,1.0,strong_buy,3.0
31.0,36.0,32.625,31.75,,none,4.0
,,,,,none,
3.0,6.0,4.5375,4.75,2.61538,hold,8.0
4.7,7.0,6.28333,7.0,2.33333,buy,6.0
22.0,35.0,28.5,28.5,1.0,strong_buy,2.0
11.0,16.0,14.0,14.5,,none,4.0
,,,,,none,
7.0,7.5,7.25,7.25,,none,2.0
30.0,31.0,30.5,30.5,,none,2.0
7.1906233,7.1906233,7.1906233,7.1906233,2.5,buy,1.0
1.15,14.0,5.55,1.5,2.66667,hold,3.0
,,,,,,
,,,,,none,
9.0,12.0,10.4375,10.0,2.45455,buy,8.0
,,,,2.25,buy,
10.0,14.0,11.33333,10.0,,none,3.0
8.6,8.6,8.6,8.6,3.0,hold,7.0
,,,,,none,
,,,,,none,
,,,,,none,
1.512062,10.282049,5.7652235,5.5015597,1.0,strong_buy,3.0
,,,,,,
22.0,24.0,22.66667,22.0,,none,3.0
6.0,7.0,6.625,6.75,,none,4.0
5.0,7.0,6.2,6.0,1.4,strong_buy,5.0
22.0,28.0,25.0,25.0,2.16667,buy,4.0
,,,,,none,
1.0,2.0,1.33333,1.0,,none,3.0
,,,,,none,
5.89,10.0,8.12714,8.0,1.28571,strong_buy,7.0
10.0,13.0,11.5,11.5,2.2,buy,9.0
6.7,7.0,6.85,6.85,2.0,buy,2.0
,,,,,none,
,,,,,,
18.0,30.0,25.0,27.0,1.25,strong_buy,7.0
,,,,,none,
,,,,,none,
1.5,3.0,2.11111,1.8,2.16667,buy,9.0
8.0,8.0,8.0,8.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
7.0,8.0,7.5,7.5,2.5,buy,2.0
4.0,10.0,5.8,5.0,2.75,hold,5.0
,,,,,none,
23.0,23.0,23.0,23.0,5.0,sell,1.0
,,,,,none,
,,,,,none,
15.0,21.5,18.16667,18.0,1.5,strong_buy,3.0
6.0,10.0,7.5,6.5,1.0,strong_buy,3.0
,,,,,none,
2.5,5.0,3.49286,3.25,3.0,hold,7.0
18.0,21.0,19.66667,20.0,,none,3.0
,,,,,none,
8.0,9.0,8.66667,9.0,2.0,buy,3.0
31.5,31.5,31.5,31.5,,none,1.0
58.0,67.0,62.5,62.5,,none,2.0
25.0,29.0,27.0,27.0,,none,5.0
5.0,5.0,5.0,5.0,,none,1.0
1.5,1.5,1.5,1.5,1.0,strong_buy,1.0
16.0,24.0,18.25,16.5,,none,4.0
,,,,,none,
,,,,,none,
67.0,110.0,88.5,88.5,2.33333,buy,2.0
5.0,5.0,5.0,5.0,,none,1.0
,,,,,none,
,,,,1.0,strong_buy,
5.0,11.0,7.33333,7.0,2.75,hold,9.0
,,,,,none,
,,,,,none,
6.0,6.0,6.0,6.0,,none,1.0
14.0,27.5,20.5,20.0,1.16667,strong_buy,7.0
,,,,,none,
21.0,31.0,24.33333,23.5,1.33333,strong_buy,6.0
29.0,53.0,40.2,41.0,1.2,strong_buy,5.0
21.0,21.0,21.0,21.0,,none,1.0
5.0,8.0,6.5,6.5,,none,3.0
,,,,,none,
35.0,45.0,39.75,39.5,,none,4.0
,,,,,none,
3.5968575,4.733272,4.1163855,4.019026,1.5,strong_buy,3.0
23.0,35.0,29.0,29.0,,none,2.0
6.0,8.0,7.0,7.0,,none,2.0
20.0,23.0,21.0,20.5,1.0,strong_buy,4.0
,,,,,none,
33.0,34.0,33.5,33.5,,none,2.0
,,,,,none,
16.0,49.0,29.33333,28.0,1.22222,strong_buy,9.0
3.0,6.5,4.5,4.25,3.66667,underperform,6.0
8.0,11.0,8.88889,9.0,3.09091,hold,9.0
,,,,,none,
38.0,38.0,38.0,38.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
22.0,23.0,22.5,22.5,2.0,buy,4.0
1.0,2.0,1.4125,1.325,2.0,buy,4.0
25.0,25.0,25.0,25.0,1.0,strong_buy,1.0
54.0,54.0,54.0,54.0,1.0,strong_buy,1.0
6.0,11.0,8.66667,9.0,1.5,strong_buy,3.0
6.0,13.0,9.5,9.5,1.33333,strong_buy,6.0
5.0,15.0,11.07143,12.0,2.0,buy,7.0
,,,,,none,
,,,,,none,
9.0,16.0,12.0,11.0,1.66667,buy,3.0
13.5,15.0,14.5,15.0,1.0,strong_buy,3.0
,,,,,none,
8.0,14.0,10.8175,10.635,1.0,strong_buy,4.0
,,,,,none,
10.0,13.0,11.5,11.5,2.33333,buy,2.0
,,,,,none,
,,,,,none,
,,,,3.0,hold,
2.0,4.0,3.16667,3.5,,none,3.0
,,,,,none,
,,,,,none,
8.77,8.77,8.77,8.77,,none,1.0
30.0,39.0,34.5,34.5,1.0,strong_buy,2.0
,,,,,none,
,,,,,none,
5.0,10.0,8.2,8.0,1.33333,strong_buy,5.0
16.0,19.0,17.5,17.5,1.0,strong_buy,4.0
,,,,,none,
,,,,,none,
44.0,51.0,47.5,47.5,,none,2.0
5.0,6.5,5.83333,6.0,1.33333,strong_buy,3.0
3.6533623,4.468177,4.0607696,4.0607696,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
6.0,8.0,7.0,7.0,1.0,strong_buy,3.0
,,,,,none,
36.0,36.0,36.0,36.0,,none,1.0
,,,,,none,
,,,,,,
,,,,,none,
,,,,,none,
6.0,12.0,9.0,9.0,,none,2.0
16.0,55.0,23.05556,20.0,2.85,hold,18.0
16.0,21.0,18.4,18.0,1.2,strong_buy,5.0
15.0,15.0,15.0,15.0,1.0,strong_buy,1.0
,,,,,none,
46.0,46.0,46.0,46.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
6.0,6.0,6.0,6.0,2.0,buy,2.0
,,,,,none,
5.688069,5.688069,5.688069,5.688069,2.0,buy,1.0
,,,,,none,
14.25,15.0,14.625,14.625,,none,2.0
26.0,26.5,26.16667,26.0,,none,3.0
,,,,,none,
29.0,30.0,29.66667,30.0,,none,3.0
,,,,,none,
,,,,,none,
2.798692,4.0020456,3.3036823,3.1103072,4.0,underperform,3.0
,,,,,none,
20.0,21.0,20.4,20.0,,none,5.0
17.0,17.0,17.0,17.0,,none,1.0
3.5,8.0,5.75,5.5,1.71429,buy,6.0
,,,,,none,
,,,,,none,
17.0,21.0,18.75,18.5,,none,4.0
,,,,,none,
6.5,18.0,10.4,9.0,,none,5.0
,,,,,none,
17.0,35.0,25.71429,28.0,,none,7.0
,,,,,none,
18.25,22.0,20.05,20.0,2.4,buy,5.0
,,,,,none,
1.5,4.0,2.93333,3.3,1.75,buy,3.0
10.0,16.0,11.5,10.0,2.75,hold,4.0
5.0,7.4,6.2,6.2,1.0,strong_buy,2.0
,,,,3.33333,hold,
,,,,,none,
,,,,,none,
6.6,10.25,8.61667,9.0,1.0,strong_buy,3.0
,,,,,none,
,,,,,none,
10.0,12.0,11.0,11.0,,none,2.0
18.0,18.0,18.0,18.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
21.0,26.0,23.75,24.0,2.66667,hold,4.0
,,,,,none,
,,,,,none,
3.25,3.25,3.25,3.25,1.83333,buy,1.0
32.0,45.0,36.25,34.0,1.25,strong_buy,4.0
3.25,4.5,3.75,3.5,1.0,strong_buy,3.0
,,,,,none,
1.5,4.0,2.43333,2.05,1.5,strong_buy,6.0
9.0,14.5,10.5,10.0,2.42857,buy,6.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
